Datums;AdministrativiTeritorialasVienibasNosaukums;ATVK;ApstiprinataCOVID19infekcija;AktivaCOVID19infekcija;14DienuKumulativaSaslimstiba
2020.03.23.;Burtnieku novads;0967101;0;...;...
2020.03.23.;Carnikavas novads;0805200;no 1 līdz 5;...;...
2020.03.23.;Cesvaines novads;0700800;0;...;...
2020.03.23.;Cēsu novads;0420200;no 1 līdz 5;...;...
2020.03.23.;Ciblas novads;0684901;0;...;...
2020.03.23.;Dagdas novads;0601000;0;...;...
2020.03.23.;Daugavpils;0050000;no 1 līdz 5;...;...
2020.03.23.;Daugavpils novads;0440200;0;...;...
2020.03.23.;Dobeles novads;0460200;0;...;...
2020.03.23.;Dundagas novads;0885100;0;...;...
2020.03.23.;Durbes novads;0640801;0;...;...
2020.03.23.;Engures novads;0905100;0;...;...
2020.03.23.;Ērgļu novads;0705500;0;...;...
2020.03.23.;Garkalnes novads;0806000;no 1 līdz 5;...;...
2020.03.23.;Grobiņas novads;0641000;no 1 līdz 5;...;...
2020.03.23.;Gulbenes novads;0500200;0;...;...
2020.03.23.;Iecavas novads;0406400;no 1 līdz 5;...;...
2020.03.23.;Ikšķiles novads;0740600;0;...;...
2020.03.23.;Ilūkstes novads;0440801;0;...;...
2020.03.23.;Inčukalna novads;0801800;0;...;...
2020.03.23.;Jaunjelgavas novads;0321000;0;...;...
2020.03.23.;Jaunpiebalgas novads;0425700;0;...;...
2020.03.23.;Jaunpils novads;0905700;0;...;...
2020.03.23.;Jelgava;0090000;no 1 līdz 5;...;...
2020.03.23.;Jelgavas novads;0540200;0;...;...
2020.03.23.;Jēkabpils;0110000;no 1 līdz 5;...;...
2020.03.23.;Jēkabpils novads;0560200;0;...;...
2020.03.23.;Jūrmala;0130000;14;...;...
2020.03.23.;Kandavas novads;0901201;0;...;...
2020.03.23.;Kārsavas novads;0681000;0;...;...
2020.03.23.;Kocēnu novads;0960200;0;...;...
2020.03.23.;Kokneses novads;0326100;0;...;...
2020.03.23.;Krāslavas novads;0600202;0;...;...
2020.03.23.;Krimuldas novads;0806900;0;...;...
2020.03.23.;Krustpils novads;0566900;0;...;...
2020.03.23.;Kuldīgas novads;0620200;no 1 līdz 5;...;...
2020.03.23.;Ķeguma novads;0741001;no 1 līdz 5;...;...
2020.03.23.;Ķekavas novads;0800800;no 1 līdz 5;...;...
2020.03.23.;Lielvārdes novads;0741401;0;...;...
2020.03.23.;Liepāja;0170000;no 1 līdz 5;...;...
2020.03.23.;Limbažu novads;0660200;no 1 līdz 5;...;...
2020.03.23.;Līgatnes novads;0421200;0;...;...
2020.03.23.;Līvānu novads;0761201;0;...;...
2020.03.23.;Lubānas novads;0701400;0;...;...
2020.03.23.;Ludzas novads;0680200;0;...;...
2020.03.23.;Madonas novads;0700200;0;...;...
2020.03.23.;Mazsalacas novads;0961000;0;...;...
2020.03.23.;Mālpils novads;0807400;0;...;...
2020.03.23.;Mārupes novads;0807600;no 1 līdz 5;...;...
2020.03.23.;Mērsraga novads;0887600;0;...;...
2020.03.23.;Naukšēnu novads;0967300;0;...;...
2020.03.23.;Neretas novads;0327100;0;...;...
2020.03.23.;Nīcas novads;0647900;0;...;...
2020.03.23.;Ogres novads;0740202;no 1 līdz 5;...;...
2020.03.23.;Olaines novads;0801000;no 1 līdz 5;...;...
2020.03.23.;Ozolnieku novads;0546701;no 1 līdz 5;...;...
2020.03.23.;Pārgaujas novads;0427500;0;...;...
2020.03.23.;Pāvilostas novads;0641401;0;...;...
2020.03.23.;Pļaviņu novads;0321400;0;...;...
2020.03.23.;Preiļu novads;0760202;0;...;...
2020.03.23.;Priekules novads;0641600;0;...;...
2020.03.23.;Priekuļu novads;0427300;0;...;...
2020.03.23.;Raunas novads;0427700;0;...;...
2020.03.23.;Rēzekne;0210000;no 1 līdz 5;...;...
2020.03.23.;Rēzeknes novads;0780200;no 1 līdz 5;...;...
2020.03.23.;Riebiņu novads;0766300;0;...;...
2020.03.23.;Rīga;0010000;96;...;...
2020.03.23.;Rojas novads;0888301;0;...;...
2020.03.23.;Ropažu novads;0808400;0;...;...
2020.03.23.;Rucavas novads;0648500;0;...;...
2020.03.23.;Rugāju novads;0387500;0;...;...
2020.03.23.;Rundāles novads;0407700;0;...;...
2020.03.23.;Rūjienas novads;0961600;no 1 līdz 5;...;...
2020.03.23.;Salacgrīvas novads;0661400;0;...;...
2020.03.23.;Salas novads;0568700;0;...;...
2020.03.23.;Salaspils novads;0801200;no 1 līdz 5;...;...
2020.03.23.;Saldus novads;0840200;0;...;...
2020.03.23.;Saulkrastu novads;0801400;0;...;...
2020.03.23.;Sējas novads;0809200;no 1 līdz 5;...;...
2020.03.23.;Siguldas novads;0801601;no 1 līdz 5;...;...
2020.03.23.;Skrīveru novads;0328200;0;...;...
2020.03.23.;Skrundas novads;0621200;0;...;...
2020.03.23.;Smiltenes novads;0941600;no 1 līdz 5;...;...
2020.03.23.;Stopiņu novads;0809600;no 1 līdz 5;...;...
2020.03.23.;Strenču novads;0941800;0;...;...
2020.03.23.;Talsu novads;0880200;no 1 līdz 5;...;...
2020.03.23.;Tērvetes novads;0468900;0;...;...
2020.03.23.;Tukuma novads;0900200;no 1 līdz 5;...;...
2020.03.23.;Vaiņodes novads;0649300;0;...;...
2020.03.23.;Valkas novads;0940200;0;...;...
2020.03.23.;Valmiera;0250000;0;...;...
2020.03.23.;Varakļānu novads;0701800;0;...;...
2020.03.23.;Vārkavas novads;0769101;0;...;...
2020.03.23.;Vecpiebalgas novads;0429300;0;...;...
2020.03.23.;Vecumnieku novads;0409500;no 1 līdz 5;...;...
2020.03.23.;Ventspils;0270000;0;...;...
2020.03.23.;Ventspils novads;0980200;no 1 līdz 5;...;...
2020.03.23.;Viesītes novads;0561800;0;...;...
2020.03.23.;Viļakas novads;0381600;0;...;...
2020.03.23.;Viļānu novads;0781800;0;...;...
2020.03.23.;Zilupes novads;0681801;0;...;...
2020.03.24.;Adrese nav norādīta;Nav;0;...;...
2020.03.24.;Aglonas novads;0604300;0;...;...
2020.03.24.;Aizkraukles novads;0320200;no 1 līdz 5;...;...
2020.03.24.;Aizputes novads;0640600;0;...;...
2020.03.24.;Aknīstes novads;0560800;0;...;...
2020.03.24.;Alojas novads;0661000;no 1 līdz 5;...;...
2020.03.24.;Alsungas novads;0624200;0;...;...
2020.03.24.;Alūksnes novads;0360200;0;...;...
2020.03.24.;Amatas novads;0424701;0;...;...
2020.03.24.;Apes novads;0360800;0;...;...
2020.03.24.;Auces novads;0460800;0;...;...
2020.03.24.;Ādažu novads;0804400;0;...;...
2020.03.24.;Babītes novads;0804900;no 1 līdz 5;...;...
2020.03.24.;Baldones novads;0800600;0;...;...
2020.03.24.;Baltinavas novads;0384400;0;...;...
2020.03.24.;Balvu novads;0380200;0;...;...
2020.03.24.;Bauskas novads;0400200;no 1 līdz 5;...;...
2020.03.24.;Beverīnas novads;0964700;0;...;...
2020.03.24.;Brocēnu novads;0840601;0;...;...
2020.03.24.;Burtnieku novads;0967101;0;...;...
2020.03.24.;Carnikavas novads;0805200;no 1 līdz 5;...;...
2020.03.24.;Cesvaines novads;0700800;0;...;...
2020.03.24.;Cēsu novads;0420200;no 1 līdz 5;...;...
2020.03.24.;Ciblas novads;0684901;0;...;...
2020.03.24.;Dagdas novads;0601000;0;...;...
2020.03.24.;Daugavpils;0050000;no 1 līdz 5;...;...
2020.03.24.;Daugavpils novads;0440200;0;...;...
2020.03.24.;Dobeles novads;0460200;0;...;...
2020.03.24.;Dundagas novads;0885100;0;...;...
2020.03.24.;Durbes novads;0640801;0;...;...
2020.03.24.;Engures novads;0905100;0;...;...
2020.03.24.;Ērgļu novads;0705500;0;...;...
2020.03.24.;Garkalnes novads;0806000;no 1 līdz 5;...;...
2020.03.24.;Grobiņas novads;0641000;no 1 līdz 5;...;...
2020.03.24.;Gulbenes novads;0500200;0;...;...
2020.03.24.;Iecavas novads;0406400;no 1 līdz 5;...;...
2020.03.24.;Ikšķiles novads;0740600;0;...;...
2020.03.24.;Ilūkstes novads;0440801;0;...;...
2020.03.24.;Inčukalna novads;0801800;0;...;...
2020.03.24.;Jaunjelgavas novads;0321000;0;...;...
2020.03.24.;Jaunpiebalgas novads;0425700;0;...;...
2020.03.24.;Jaunpils novads;0905700;0;...;...
2020.03.24.;Jelgava;0090000;6;...;...
2020.03.24.;Jelgavas novads;0540200;0;...;...
2020.03.24.;Jēkabpils;0110000;no 1 līdz 5;...;...
2020.03.24.;Jēkabpils novads;0560200;0;...;...
2020.03.24.;Jūrmala;0130000;14;...;...
2020.03.24.;Kandavas novads;0901201;0;...;...
2020.03.24.;Kārsavas novads;0681000;0;...;...
2020.03.24.;Kocēnu novads;0960200;no 1 līdz 5;...;...
2020.03.24.;Kokneses novads;0326100;0;...;...
2020.03.24.;Krāslavas novads;0600202;0;...;...
2020.03.24.;Krimuldas novads;0806900;0;...;...
2020.03.24.;Krustpils novads;0566900;0;...;...
2020.03.24.;Kuldīgas novads;0620200;no 1 līdz 5;...;...
2020.03.24.;Ķeguma novads;0741001;no 1 līdz 5;...;...
2020.03.24.;Ķekavas novads;0800800;no 1 līdz 5;...;...
2020.03.24.;Lielvārdes novads;0741401;0;...;...
2020.03.24.;Liepāja;0170000;no 1 līdz 5;...;...
2020.03.24.;Limbažu novads;0660200;no 1 līdz 5;...;...
2020.03.24.;Līgatnes novads;0421200;0;...;...
2020.03.24.;Līvānu novads;0761201;0;...;...
2020.03.24.;Lubānas novads;0701400;0;...;...
2020.03.24.;Ludzas novads;0680200;0;...;...
2020.03.24.;Madonas novads;0700200;0;...;...
2020.03.24.;Mazsalacas novads;0961000;0;...;...
2020.03.24.;Mālpils novads;0807400;0;...;...
2020.03.24.;Mārupes novads;0807600;no 1 līdz 5;...;...
2020.03.24.;Mērsraga novads;0887600;0;...;...
2020.03.24.;Naukšēnu novads;0967300;0;...;...
2020.03.24.;Neretas novads;0327100;0;...;...
2020.03.24.;Nīcas novads;0647900;0;...;...
2020.03.24.;Ogres novads;0740202;no 1 līdz 5;...;...
2020.03.24.;Olaines novads;0801000;no 1 līdz 5;...;...
2020.03.24.;Ozolnieku novads;0546701;no 1 līdz 5;...;...
2020.03.24.;Pārgaujas novads;0427500;0;...;...
2020.03.24.;Pāvilostas novads;0641401;0;...;...
2020.03.24.;Pļaviņu novads;0321400;0;...;...
2020.03.24.;Preiļu novads;0760202;0;...;...
2020.03.24.;Priekules novads;0641600;0;...;...
2020.03.24.;Priekuļu novads;0427300;0;...;...
2020.03.24.;Raunas novads;0427700;0;...;...
2020.03.24.;Rēzekne;0210000;no 1 līdz 5;...;...
2020.03.24.;Rēzeknes novads;0780200;no 1 līdz 5;...;...
2020.03.24.;Riebiņu novads;0766300;0;...;...
2020.03.24.;Rīga;0010000;103;...;...
2020.03.24.;Rojas novads;0888301;0;...;...
2020.03.24.;Ropažu novads;0808400;0;...;...
2020.03.24.;Rucavas novads;0648500;0;...;...
2020.03.24.;Rugāju novads;0387500;0;...;...
2020.03.24.;Rundāles novads;0407700;0;...;...
2020.03.24.;Rūjienas novads;0961600;no 1 līdz 5;...;...
2020.03.24.;Salacgrīvas novads;0661400;0;...;...
2020.03.24.;Salas novads;0568700;0;...;...
2020.03.24.;Salaspils novads;0801200;no 1 līdz 5;...;...
2020.03.24.;Saldus novads;0840200;0;...;...
2020.03.24.;Saulkrastu novads;0801400;0;...;...
2020.03.24.;Sējas novads;0809200;no 1 līdz 5;...;...
2020.03.24.;Siguldas novads;0801601;no 1 līdz 5;...;...
2020.03.24.;Skrīveru novads;0328200;0;...;...
2020.03.24.;Skrundas novads;0621200;0;...;...
2020.03.24.;Smiltenes novads;0941600;no 1 līdz 5;...;...
2020.03.24.;Stopiņu novads;0809600;no 1 līdz 5;...;...
2020.03.24.;Strenču novads;0941800;0;...;...
2020.03.24.;Talsu novads;0880200;no 1 līdz 5;...;...
2020.03.24.;Tērvetes novads;0468900;0;...;...
2020.03.24.;Tukuma novads;0900200;no 1 līdz 5;...;...
2020.03.24.;Vaiņodes novads;0649300;0;...;...
2020.03.24.;Valkas novads;0940200;0;...;...
2020.03.24.;Valmiera;0250000;0;...;...
2020.03.24.;Varakļānu novads;0701800;0;...;...
2020.03.24.;Vārkavas novads;0769101;0;...;...
2020.03.24.;Vecpiebalgas novads;0429300;0;...;...
2020.03.24.;Vecumnieku novads;0409500;no 1 līdz 5;...;...
2020.03.24.;Ventspils;0270000;0;...;...
2020.03.24.;Ventspils novads;0980200;no 1 līdz 5;...;...
2020.03.24.;Viesītes novads;0561800;0;...;...
2020.03.24.;Viļakas novads;0381600;0;...;...
2020.03.24.;Viļānu novads;0781800;0;...;...
2020.03.24.;Zilupes novads;0681801;0;...;...
2020.03.25.;Adrese nav norādīta;Nav;0;...;...
2020.03.25.;Aglonas novads;0604300;0;...;...
2020.03.25.;Aizkraukles novads;0320200;no 1 līdz 5;...;...
2020.03.25.;Aizputes novads;0640600;0;...;...
2020.03.25.;Aknīstes novads;0560800;0;...;...
2020.03.25.;Alojas novads;0661000;no 1 līdz 5;...;...
2020.03.25.;Alsungas novads;0624200;0;...;...
2020.03.25.;Alūksnes novads;0360200;0;...;...
2020.03.25.;Amatas novads;0424701;0;...;...
2020.03.25.;Apes novads;0360800;0;...;...
2020.03.25.;Auces novads;0460800;0;...;...
2020.03.25.;Ādažu novads;0804400;0;...;...
2020.03.25.;Babītes novads;0804900;no 1 līdz 5;...;...
2020.03.25.;Baldones novads;0800600;0;...;...
2020.03.25.;Baltinavas novads;0384400;0;...;...
2020.03.25.;Balvu novads;0380200;0;...;...
2020.03.25.;Bauskas novads;0400200;no 1 līdz 5;...;...
2020.03.25.;Beverīnas novads;0964700;0;...;...
2020.03.25.;Brocēnu novads;0840601;0;...;...
2020.03.25.;Burtnieku novads;0967101;0;...;...
2020.03.25.;Carnikavas novads;0805200;no 1 līdz 5;...;...
2020.03.25.;Cesvaines novads;0700800;0;...;...
2020.03.25.;Cēsu novads;0420200;no 1 līdz 5;...;...
2020.03.25.;Ciblas novads;0684901;0;...;...
2020.03.25.;Dagdas novads;0601000;0;...;...
2020.03.25.;Daugavpils;0050000;no 1 līdz 5;...;...
2020.03.25.;Daugavpils novads;0440200;0;...;...
2020.03.25.;Dobeles novads;0460200;0;...;...
2020.03.25.;Dundagas novads;0885100;0;...;...
2020.03.25.;Durbes novads;0640801;0;...;...
2020.03.25.;Engures novads;0905100;0;...;...
2020.03.25.;Ērgļu novads;0705500;0;...;...
2020.03.25.;Garkalnes novads;0806000;no 1 līdz 5;...;...
2020.03.25.;Grobiņas novads;0641000;no 1 līdz 5;...;...
2020.03.25.;Gulbenes novads;0500200;0;...;...
2020.03.25.;Iecavas novads;0406400;no 1 līdz 5;...;...
2020.03.25.;Ikšķiles novads;0740600;0;...;...
2020.03.25.;Ilūkstes novads;0440801;0;...;...
2020.03.25.;Inčukalna novads;0801800;0;...;...
2020.03.25.;Jaunjelgavas novads;0321000;0;...;...
2020.03.25.;Jaunpiebalgas novads;0425700;0;...;...
2020.03.25.;Jaunpils novads;0905700;0;...;...
2020.03.25.;Jelgava;0090000;6;...;...
2020.03.25.;Jelgavas novads;0540200;0;...;...
2020.03.25.;Jēkabpils;0110000;no 1 līdz 5;...;...
2020.03.25.;Jēkabpils novads;0560200;0;...;...
2020.03.25.;Jūrmala;0130000;14;...;...
2020.03.25.;Kandavas novads;0901201;0;...;...
2020.03.25.;Kārsavas novads;0681000;0;...;...
2020.03.25.;Kocēnu novads;0960200;no 1 līdz 5;...;...
2020.03.25.;Kokneses novads;0326100;0;...;...
2020.03.25.;Krāslavas novads;0600202;0;...;...
2020.03.25.;Krimuldas novads;0806900;0;...;...
2020.03.25.;Krustpils novads;0566900;0;...;...
2020.03.25.;Kuldīgas novads;0620200;no 1 līdz 5;...;...
2020.03.25.;Ķeguma novads;0741001;no 1 līdz 5;...;...
2020.03.25.;Ķekavas novads;0800800;no 1 līdz 5;...;...
2020.03.25.;Lielvārdes novads;0741401;0;...;...
2020.03.25.;Liepāja;0170000;no 1 līdz 5;...;...
2020.03.25.;Limbažu novads;0660200;no 1 līdz 5;...;...
2020.03.25.;Līgatnes novads;0421200;0;...;...
2020.03.25.;Līvānu novads;0761201;0;...;...
2020.03.25.;Lubānas novads;0701400;0;...;...
2020.03.25.;Ludzas novads;0680200;0;...;...
2020.03.25.;Madonas novads;0700200;0;...;...
2020.03.25.;Mazsalacas novads;0961000;0;...;...
2020.03.25.;Mālpils novads;0807400;0;...;...
2020.03.25.;Mārupes novads;0807600;no 1 līdz 5;...;...
2020.03.25.;Mērsraga novads;0887600;0;...;...
2020.03.25.;Naukšēnu novads;0967300;0;...;...
2020.03.25.;Neretas novads;0327100;0;...;...
2020.03.25.;Nīcas novads;0647900;0;...;...
2020.03.25.;Ogres novads;0740202;7;...;...
2020.03.25.;Olaines novads;0801000;no 1 līdz 5;...;...
2020.03.25.;Ozolnieku novads;0546701;no 1 līdz 5;...;...
2020.03.25.;Pārgaujas novads;0427500;0;...;...
2020.03.25.;Pāvilostas novads;0641401;0;...;...
2020.03.25.;Pļaviņu novads;0321400;0;...;...
2020.03.25.;Preiļu novads;0760202;0;...;...
2020.03.25.;Priekules novads;0641600;0;...;...
2020.03.25.;Priekuļu novads;0427300;0;...;...
2020.03.25.;Raunas novads;0427700;0;...;...
2020.03.25.;Rēzekne;0210000;no 1 līdz 5;...;...
2020.03.25.;Rēzeknes novads;0780200;no 1 līdz 5;...;...
2020.03.25.;Riebiņu novads;0766300;0;...;...
2020.03.25.;Rīga;0010000;119;...;...
2020.03.25.;Rojas novads;0888301;0;...;...
2020.03.25.;Ropažu novads;0808400;0;...;...
2020.03.25.;Rucavas novads;0648500;0;...;...
2020.03.25.;Rugāju novads;0387500;0;...;...
2020.03.25.;Rundāles novads;0407700;0;...;...
2020.03.25.;Rūjienas novads;0961600;no 1 līdz 5;...;...
2020.03.25.;Salacgrīvas novads;0661400;0;...;...
2020.03.25.;Salas novads;0568700;0;...;...
2020.03.25.;Salaspils novads;0801200;no 1 līdz 5;...;...
2020.03.25.;Saldus novads;0840200;0;...;...
2020.03.25.;Saulkrastu novads;0801400;0;...;...
2020.03.25.;Sējas novads;0809200;no 1 līdz 5;...;...
2020.03.25.;Siguldas novads;0801601;no 1 līdz 5;...;...
2020.03.25.;Skrīveru novads;0328200;0;...;...
2020.03.25.;Skrundas novads;0621200;0;...;...
2020.03.25.;Smiltenes novads;0941600;no 1 līdz 5;...;...
2020.03.25.;Stopiņu novads;0809600;no 1 līdz 5;...;...
2020.03.25.;Strenču novads;0941800;0;...;...
2020.03.25.;Talsu novads;0880200;no 1 līdz 5;...;...
2020.03.25.;Tērvetes novads;0468900;0;...;...
2020.03.25.;Tukuma novads;0900200;no 1 līdz 5;...;...
2020.03.25.;Vaiņodes novads;0649300;0;...;...
2020.03.25.;Valkas novads;0940200;0;...;...
2020.03.25.;Valmiera;0250000;0;...;...
2020.03.25.;Varakļānu novads;0701800;0;...;...
2020.03.25.;Vārkavas novads;0769101;0;...;...
2020.03.25.;Vecpiebalgas novads;0429300;0;...;...
2020.03.25.;Vecumnieku novads;0409500;no 1 līdz 5;...;...
2020.03.25.;Ventspils;0270000;0;...;...
2020.03.25.;Ventspils novads;0980200;no 1 līdz 5;...;...
2020.03.25.;Viesītes novads;0561800;0;...;...
2020.03.25.;Viļakas novads;0381600;0;...;...
2020.03.25.;Viļānu novads;0781800;0;...;...
2020.03.25.;Zilupes novads;0681801;0;...;...
2020.03.26.;Adrese nav norādīta;Nav;0;...;...
2020.03.26.;Aglonas novads;0604300;0;...;...
2020.03.26.;Aizkraukles novads;0320200;no 1 līdz 5;...;...
2020.03.26.;Aizputes novads;0640600;0;...;...
2020.03.26.;Aknīstes novads;0560800;0;...;...
2020.03.26.;Alojas novads;0661000;no 1 līdz 5;...;...
2020.03.26.;Alsungas novads;0624200;0;...;...
2020.03.26.;Alūksnes novads;0360200;0;...;...
2020.03.26.;Amatas novads;0424701;0;...;...
2020.03.26.;Apes novads;0360800;0;...;...
2020.03.26.;Auces novads;0460800;0;...;...
2020.03.26.;Ādažu novads;0804400;0;...;...
2020.03.26.;Babītes novads;0804900;no 1 līdz 5;...;...
2020.03.26.;Baldones novads;0800600;0;...;...
2020.03.26.;Baltinavas novads;0384400;0;...;...
2020.03.26.;Balvu novads;0380200;0;...;...
2020.03.26.;Bauskas novads;0400200;no 1 līdz 5;...;...
2020.03.26.;Beverīnas novads;0964700;0;...;...
2020.03.26.;Brocēnu novads;0840601;0;...;...
2020.03.26.;Burtnieku novads;0967101;0;...;...
2020.03.26.;Carnikavas novads;0805200;no 1 līdz 5;...;...
2020.03.26.;Cesvaines novads;0700800;0;...;...
2020.03.26.;Cēsu novads;0420200;no 1 līdz 5;...;...
2020.03.26.;Ciblas novads;0684901;0;...;...
2020.03.26.;Dagdas novads;0601000;0;...;...
2020.03.26.;Daugavpils;0050000;no 1 līdz 5;...;...
2020.03.26.;Daugavpils novads;0440200;0;...;...
2020.03.26.;Dobeles novads;0460200;0;...;...
2020.03.26.;Dundagas novads;0885100;0;...;...
2020.03.26.;Durbes novads;0640801;0;...;...
2020.03.26.;Engures novads;0905100;0;...;...
2020.03.26.;Ērgļu novads;0705500;0;...;...
2020.03.26.;Garkalnes novads;0806000;6;...;...
2020.03.26.;Grobiņas novads;0641000;no 1 līdz 5;...;...
2020.03.26.;Gulbenes novads;0500200;0;...;...
2020.03.26.;Iecavas novads;0406400;no 1 līdz 5;...;...
2020.03.26.;Ikšķiles novads;0740600;0;...;...
2020.03.26.;Ilūkstes novads;0440801;0;...;...
2020.03.26.;Inčukalna novads;0801800;0;...;...
2020.03.26.;Jaunjelgavas novads;0321000;0;...;...
2020.03.26.;Jaunpiebalgas novads;0425700;0;...;...
2020.03.26.;Jaunpils novads;0905700;0;...;...
2020.03.26.;Jelgava;0090000;8;...;...
2020.03.26.;Jelgavas novads;0540200;0;...;...
2020.03.26.;Jēkabpils;0110000;no 1 līdz 5;...;...
2020.03.26.;Jēkabpils novads;0560200;0;...;...
2020.03.26.;Jūrmala;0130000;14;...;...
2020.03.26.;Kandavas novads;0901201;0;...;...
2020.03.26.;Kārsavas novads;0681000;0;...;...
2020.03.26.;Kocēnu novads;0960200;no 1 līdz 5;...;...
2020.03.26.;Kokneses novads;0326100;0;...;...
2020.03.26.;Krāslavas novads;0600202;0;...;...
2020.03.26.;Krimuldas novads;0806900;0;...;...
2020.03.26.;Krustpils novads;0566900;0;...;...
2020.03.26.;Kuldīgas novads;0620200;no 1 līdz 5;...;...
2020.03.26.;Ķeguma novads;0741001;no 1 līdz 5;...;...
2020.03.26.;Ķekavas novads;0800800;no 1 līdz 5;...;...
2020.03.26.;Lielvārdes novads;0741401;0;...;...
2020.03.26.;Liepāja;0170000;no 1 līdz 5;...;...
2020.03.26.;Limbažu novads;0660200;no 1 līdz 5;...;...
2020.03.26.;Līgatnes novads;0421200;0;...;...
2020.03.26.;Līvānu novads;0761201;0;...;...
2020.03.26.;Lubānas novads;0701400;0;...;...
2020.03.26.;Ludzas novads;0680200;0;...;...
2020.03.26.;Madonas novads;0700200;0;...;...
2020.03.26.;Mazsalacas novads;0961000;0;...;...
2020.03.26.;Mālpils novads;0807400;0;...;...
2020.03.26.;Mārupes novads;0807600;no 1 līdz 5;...;...
2020.03.26.;Mērsraga novads;0887600;0;...;...
2020.03.26.;Naukšēnu novads;0967300;0;...;...
2020.03.26.;Neretas novads;0327100;0;...;...
2020.03.26.;Nīcas novads;0647900;0;...;...
2020.03.26.;Ogres novads;0740202;7;...;...
2020.03.26.;Olaines novads;0801000;no 1 līdz 5;...;...
2020.03.26.;Ozolnieku novads;0546701;no 1 līdz 5;...;...
